"Value","Time","ESP","Var","Units","Pattern_check"
0.871306414213987,2019,"black_sea_bass_north_spring","winter","mg m^-3","Black sea bass north spring"
0.977478980794859,2018,"black_sea_bass_north_spring","winter","mg m^-3","Black sea bass north spring"
0.897015433916602,2017,"black_sea_bass_north_spring","winter","mg m^-3","Black sea bass north spring"
0.953375332448089,2016,"black_sea_bass_north_spring","winter","mg m^-3","Black sea bass north spring"
0.926801007783529,2015,"black_sea_bass_north_spring","winter","mg m^-3","Black sea bass north spring"
1.06641862809079,2014,"black_sea_bass_north_spring","winter","mg m^-3","Black sea bass north spring"
0.901616025781169,2013,"black_sea_bass_north_spring","winter","mg m^-3","Black sea bass north spring"
0.970566287384615,2012,"black_sea_bass_north_spring","winter","mg m^-3","Black sea bass north spring"
1.08150987743339,2011,"black_sea_bass_north_spring","winter","mg m^-3","Black sea bass north spring"
0.881195275148638,2010,"black_sea_bass_north_spring","winter","mg m^-3","Black sea bass north spring"
0.910781817107194,2009,"black_sea_bass_north_spring","winter","mg m^-3","Black sea bass north spring"
0.986935962569201,2008,"black_sea_bass_north_spring","winter","mg m^-3","Black sea bass north spring"
0.949265487580954,2007,"black_sea_bass_north_spring","winter","mg m^-3","Black sea bass north spring"
1.07035402889556,2006,"black_sea_bass_north_spring","winter","mg m^-3","Black sea bass north spring"
0.898309823982263,2005,"black_sea_bass_north_spring","winter","mg m^-3","Black sea bass north spring"
0.925467939011432,2004,"black_sea_bass_north_spring","winter","mg m^-3","Black sea bass north spring"
0.932072038996071,2003,"black_sea_bass_north_spring","winter","mg m^-3","Black sea bass north spring"
0.899144734254418,2002,"black_sea_bass_north_spring","winter","mg m^-3","Black sea bass north spring"
0.973143762611535,2001,"black_sea_bass_north_spring","winter","mg m^-3","Black sea bass north spring"
0.815774432334352,2000,"black_sea_bass_north_spring","winter","mg m^-3","Black sea bass north spring"
0.907246323582664,1999,"black_sea_bass_north_spring","winter","mg m^-3","Black sea bass north spring"
0.796969033955601,1998,"black_sea_bass_north_spring","winter","mg m^-3","Black sea bass north spring"
0.728705075916404,2019,"black_sea_bass_north_spring","spring","mg m^-3","Black sea bass north spring"
0.86614459186751,2018,"black_sea_bass_north_spring","spring","mg m^-3","Black sea bass north spring"
0.783106051172529,2017,"black_sea_bass_north_spring","spring","mg m^-3","Black sea bass north spring"
